                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    8750                                     1711                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2204345710556067E+010                  4.7677095913482066E+002                  3.2197111328035371E+003                  2.2028926891866654E+003                  1.5083982266812745E+002                  2.0293262220935539E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8012262907182446E-001                  5.6223263604004429E-005                  9.7967931749840999E-003                  3.8621081554516545E-003                  2.0850245047865129E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.7424687827762998E-001                  7.2814133922038428E-004                  6.0518091596277523E-001                  1.7067366271010206E-003                  6.1707961594964691E-003                  5.8042853249520125E-003                  2.0850244795242493E-003                  4.4795897577486482E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8540911295382269E+007                  7.0871488365762943E+001                  4.5394857630092371E+006                  2.1790834834125640E+003                  2.1790388150798326E+003                  4.4521347150246714E-002                  1.4891526312277009E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.8513986019544410E+017                               "r22.11.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230125"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                  2.1785160131641117E+000                  3.5078169093227882E+000                 -8.4621090452207728E+000                  2.8469655664637998E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.0602015685990539E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                  2.1785160131468788E+000                  3.5078169095568366E+000                 -8.4621090435961150E+000                  2.8469655683358304E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.0602015875298949E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999650002E-001                  2.1785160131037942E+000                  3.5078169101628554E+000                 -8.4621090393894178E+000                  2.8469655731830468E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  5.0602016365471986E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999998993749E-001                  2.1785160129906993E+000                  3.5078169125451359E+000                 -8.4621090216796500E+000                  2.8469655922376189E+000                  6.9999999720602213E-001                  2.8000000279397813E-001                  1.9999999999999796E-002                  5.0602018025101970E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999996087496E-001                  2.1785160124898475E+000                  3.5078169206010075E+000                 -8.4621089514925654E+000                  2.8469656566721544E+000                  6.9999996322610913E-001                  2.8000003677389101E-001                  1.9999999999999796E-002                  5.0602021290687283E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999986946875E-001                  2.1785160109145933E+000                  3.5078169358559572E+000                 -8.4621079707822862E+000                  2.8469657786882445E+000                  6.9999787966722304E-001                  2.8000212033277710E-001                  1.9999999999999796E-002                  5.0601834327498158E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999973275000E-001                  2.1785160085584447E+000                  3.5078169617155712E+000                 -8.4620704577948107E+000                  2.8469659855305154E+000                  6.9990896528596158E-001                  2.8009103470702118E-001                  2.0000000007017293E-002                  5.0593350213003218E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999948274998E-001                  2.1785160042504348E+000                  3.5078169920066657E+000                 -8.4618243775103448E+000                  2.8469662278910368E+000                  6.9932354236827043E-001                  2.8067645644596156E-001                  2.0000001185767946E-002                  5.0537378672942062E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999927962502E-001                  2.1785160007521585E+000                  3.5078170381934823E+000                 -8.4608867384765443E+000                  2.8469665976995198E+000                  6.9709418838270354E-001                  2.8290554591098271E-001                  2.0000265706313747E-002                  5.0324214163556697E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
