                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                   12400                                      959                  5.0000000000000000E+000                  2.0000000000000000E-002                  3.6235620636878282E+007                  4.2472347829388007E-001                  1.6045945552062425E+004                  6.4105522541089897E+002                  3.2761988592158273E+000                 -4.3935534610668121E+000                  5.1075139670111736E-001                  3.3891700675353894E-007                  4.6955368555859817E-001                  9.5183814637396914E-005                  1.0968864266491686E-002                  2.4682844890179015E-003                  2.0850244238750401E-003                  5.0000000000000000E+000                  0.0000000000000000E+000                  3.2852429519028341E+000                  1.6879674732180307E-004                  1.6142487543678332E+000                  9.1443866385520715E-003                  2.1551971883096040E-002                  3.8831907194711947E-002                  1.0425122119375288E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6541620570212523E+004                  2.8032073134677723E+005                  7.7996400338132113E+007                  6.4174211701118122E+002                  6.4174211701118156E+002                  8.9880913518915678E-034                  4.4579813744807481E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.1435092218103500E+015                               "r22.11.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230131"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                     logL                                 velocity                                  entropy                                 mix_type                                   csound                             v_div_csound                                  v_div_r                                      eta                                       mu                                    logdq                                 dq_ratio                                        q                                   radius                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                                     abar                                       ye                              log_opacity                                  eps_nuc                              non_nuc_neu                                 eps_grav                        mlt_mixing_length                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                                    gradT                                    gradr                                     mass                                     mmid                                    logxq                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                tri_alpha                                  c_alpha                                  n_alpha                                  o_alpha                                 ne_alpha                                 na_alpha                                 mg_alpha                                 si_alpha                                  s_alpha                                 ar_alpha                                 ca_alpha                                 ti_alpha                                 cr_alpha                                 fe_co_ni                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                ni56_co56                                co56_fe56                                    other                          gradr_sub_grada                                     logQ 
                                       1                  4.2073070445579228E+000                 -9.1044494308129860E+000                  3.2425870240177712E+000                  5.1537025476084886E-001                  6.4105522541089897E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8656316979895102E+001                                        0                  1.6623700178789622E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7164873523311037E+001                  6.6737381705355026E-001                 -1.2221848749616356E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  3.2761988592158273E+000                  1.6117847581876375E+004                  6.6666666666666663E-001                 -1.7609125905568127E-001                  1.7481835286995308E+003                  9.0264216122269980E-001                  3.1981026389970850E+000                  1.8902764116682655E-001                  7.3272712336972268E-001                  1.2966429887659310E+000                  8.5000496627254207E-001                  7.2439696638140927E-001                  1.1529266005158905E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4815234791844887E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5021729762717327E-003                  1.3363530798821249E-001                  1.3363530798821249E-001                  5.0000000000000000E+000                  4.9999999999984999E+000                 -9.8999999999999986E+001                  6.9999999999999996E-001                  2.9797635251192804E-005                  2.7997020236474895E-001                  3.4468833607860785E-003                  1.0103427409336070E-003                  9.3805276451495462E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.1529266005158905E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.5392333178614056E-002                 -5.5190635199288316E+000 
                                       2                  4.2102714251941951E+000                 -9.0849819990186642E+000                  3.2643857599620181E+000                  5.1534810813909493E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8617036644705827E+001                                        0                  1.6690490329472357E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7128268552473575E+001                  6.6671516640436168E-001                 -1.2488116639021126E+001                  1.8461538461538460E+000                  9.9999999999940004E-001                  3.2760317954146885E+000                  1.6228240123997168E+004                  7.1511199425689043E-001                 -1.4562593766896492E-001                  1.8381703643126471E+003                  9.0484541683283182E-001                  3.2209601509343093E+000                  1.9025964196569509E-001                  7.3420740288821795E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.3038718872056763E-001                  1.2057843004337836E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4935124304597437E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5153842673436614E-003                  1.3689240699655050E-001                  1.3689240699655050E-001                  4.9999999999969997E+000                  4.9999999999961879E+000                 -1.2221848749616356E+001                  7.0000000000000007E-001                  2.9797635251192808E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.2057843004337836E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2934369823596200E-002                 -5.5055248494070526E+000 
                                       3                  4.2124901765239384E+000                 -9.0709994331942010E+000                  3.2801857130729735E+000                  5.1533663657609108E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8590740713116588E+001                                        0                  1.6743929939483651E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7102218278309316E+001                  6.6621988715525715E-001                 -1.2425968732272281E+001                  8.6666666666666659E-001                  9.9999999999907507E-001                  3.2759452626348020E+000                  1.6311360135096762E+004                  7.4171972571442679E-001                 -1.2976017096122514E-001                  1.9062757056079176E+003                  9.0635065087020683E-001                  3.2374819640344343E+000                  1.9136778132576898E-001                  7.3532244380398104E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.3442792413627733E-001                  1.2452386203102258E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5066522527006519E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5257989851875393E-003                  1.4028603639836273E-001                  1.4028603639836273E-001                  4.9999999999953753E+000                  4.9999999999944382E+000                 -1.2033858267260968E+001                  7.0000000000000007E-001                  2.9797635251192804E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750371E-003                  4.0772218292556778E-003                  1.2452386203102258E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0488098841652396E-002                 -5.4959797862420778E+000 
                                       4                  4.2144486223566755E+000                 -9.0590063558339082E+000                  3.2938245011475136E+000                  5.1532381845499464E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8569266942241406E+001                                        0                  1.6793407895980803E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7080030215081777E+001                  6.6578344380573906E-001                 -1.2602059991327963E+001                  1.5000000000000004E+000                  9.9999999999870004E-001                  3.2758485751447406E+000                  1.6385082120103012E+004                  7.7270966893342574E-001                 -1.1198365338437405E-001                  1.9670912254614402E+003                  9.0759408779995354E-001                  3.2517161593121320E+000                  1.9247724803281552E-001                  7.3630640222146304E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.3773651299885568E-001                  1.2801061946392311E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5222825721622252E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5352387188484317E-003                  1.4399140458016541E-001                  1.4399140458016541E-001                  4.9999999999935003E+000                  4.9999999999928750E+000                 -1.1886056647693163E+001                  7.0000000000000007E-001                  2.9797635251192808E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.2801061946392311E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8042056769831504E-002                 -5.4879036005472592E+000 
                                       5                  4.2160015450386812E+000                 -9.0497257152059571E+000                  3.3044361011263352E+000                  5.1531550518796099E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8553335340259956E+001                                        0                  1.6834177813685373E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7062967772669477E+001                  6.6543858630631925E-001                 -1.2602059991327963E+001                  1.0000000000000000E+000                  9.9999999999845002E-001                  3.2757858694359272E+000                  1.6443775732142829E+004                  7.9352863905301041E-001                 -1.0043739460763064E-001                  2.0157473667060094E+003                  9.0852554106451744E-001                  3.2627732421126696E+000                  1.9344584756714578E-001                  7.3708479540403216E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.4019022166714288E-001                  1.3077565574253558E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5328673495994151E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5429228935740533E-003                  1.4634911708676737E-001                  1.4634911708676737E-001                  4.9999999999922506E+000                  4.9999999999916254E+000                 -1.1809668301829708E+001                  7.0000000000000007E-001                  2.9797635251192804E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.3077565574253558E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.6612430713213276E-002                 -5.4817288052833177E+000 
                                       6                  4.2183086126608176E+000                 -9.0362938836426103E+000                  3.3198837701517081E+000                  5.1530736722390991E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8531281317931217E+001                                        0                  1.6897227031329595E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7038449261441968E+001                  6.6492976431300432E-001                 -1.2301029995663981E+001                  5.0000000000000000E-001                  9.9999999999820000E-001                  3.2757244871734503E+000                  1.6531361108896363E+004                  8.1446635973192716E-001                 -8.9126848844123530E-002                  2.0887370491939992E+003                  9.0982618355259959E-001                  3.2788422012264129E+000                  1.9503152985039898E-001                  7.3823475716626430E-001                  1.2966429887659310E+000                  8.5000496627254207E-001                  7.4357230465225921E-001                  1.3488359383351409E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5436909266458815E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5546579131477051E-003                  1.4860889777071182E-001                  1.4860889777071182E-001                  4.9999999999910001E+000                  4.9999999999897504E+000                 -1.1744727494896694E+001                  6.9999999999999996E-001                  2.9797635251192797E-005                  2.7997020236474895E-001                  3.4468833607860781E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  1.3488359383351411E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.5365510557518390E-002                 -5.4729111089642473E+000 
                                       7                  4.2205785072685851E+000                 -9.0233903230845378E+000                  3.3348029246059543E+000                  5.1529158566828615E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8510805274924763E+001                                        0                  1.6961918680581881E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7015066644695448E+001                  6.6443656265721829E-001                 -1.2602059991327961E+001                  1.9999999999999984E+000                  9.9999999999769995E-001                  3.2756054548322786E+000                  1.6617990534768429E+004                  8.5667150501908207E-001                 -6.7185678551221983E-002                  2.1617373417587796E+003                  9.1103055635587948E-001                  3.2943358682465651E+000                  1.9675894276488465E-001                  7.3935109958280343E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.4667766233273192E-001                  1.3895144596099076E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5654240396564949E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5663553104663291E-003                  1.5289885812453088E-001                  1.5289885812453088E-001                  4.9999999999884999E+000                  4.9999999999878746E+000                 -1.1638272163982407E+001                  7.0000000000000007E-001                  2.9797635251192804E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.3895144596099076E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3284280335525199E-002                 -5.4645473376217097E+000 
                                       8                  4.2231033686049901E+000                 -9.0094809505805600E+000                  3.3509973951834682E+000                  5.1528392526882216E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8489814859480141E+001                                        0                  1.7037150295415376E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6990105617437937E+001                  6.6389664845177221E-001                 -1.2226396377367076E+001                  4.2105263157894757E-001                  9.9999999999744993E-001                  3.2755476778491071E+000                  1.6714884062965542E+004                  8.7792665647492119E-001                 -5.6541764297431137E-002                  2.2438684654418348E+003                  9.1227046053225558E-001                  3.3111210077480884E+000                  1.9888083336450962E-001                  7.4057507661982014E-001                  1.2966429887659308E+000                  8.5000496627254196E-001                  7.4980300319632298E-001                  1.4347388564764128E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5764088212513840E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5798031060576534E-003                  1.5492568270233945E-001                  1.5492568270233945E-001                  4.9999999999872502E+000                  4.9999999999857652E+000                 -1.1593459819566045E+001                  7.0000000000000007E-001                  2.9797635251192808E-005                  2.7997020236474895E-001                  3.4468833607860789E-003                  1.0103427409336070E-003                  9.3805276451495428E-003                  2.0850244238750371E-003                  4.0772218292556787E-003                  1.4347388564764126E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2461968388360000E-002                 -5.4556876877905403E+000 
                                       9                  4.2258517531522211E+000                 -8.9946840827631860E+000                  3.3683129383934309E+000                  5.1526630374013194E-001                  6.4105522541089942E+002                  2.8068954445860528E+000                  0.0000000000000000E+000                  3.8468047145021366E+001                                        0                  1.7122398854266214E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6963768686696401E+001                  6.6332264191699863E-001                 -1.2463757293161681E+001                  1.7272727272727280E+000                  9.9999999999685618E-001                  3.2754147749714453E+000                  1.6820997766495570E+004                  9.2877519092311622E-001                 -3.2089393817600391E-002                  2.3351400817406429E+003                  9.1353828522696290E-001                  3.3290396911924356E+000                  2.0140688821238442E-001                  7.4187852407428712E-001                  1.2966429887659312E+000                  8.5000496627254207E-001                  7.5296522558205192E-001                  1.4844657415402219E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6026327570830899E+008                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  2.5945974901412498E-003                  1.5945328793273450E-001                  1.5945328793273450E-001                  4.9999999999842810E+000                  4.9999999999834221E+000                 -1.1502551997599998E+001                  6.9999999999999996E-001                  2.9797635251192811E-005                  2.7997020236474901E-001                  3.4468833607860798E-003                  1.0103427409336070E-003                  9.3805276451495428E-003                  2.0850244238750375E-003                  4.0772218292556787E-003                  1.4844657415402221E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1027380168762506E-002                 -5.4463875890676263E+000 
