                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     300                                      913                  5.0000000000000000E+000                  2.0000000000000000E-002                  5.9745414909618832E+007                  4.3038179878375713E+000                  7.9847296021658312E+003                  4.1812767220312338E+001                  3.3789921976505828E+000                 -4.5293197534392302E+000                  3.2595791851877631E-001                  6.9193540663171360E-008                  6.5452677420917216E-001                  1.1204816282494166E-004                  1.2184958319930826E-002                  1.0559853426244312E-003                  2.0850244238750388E-003                  4.9026105450182209E+000                 -4.9216613394781655E-005                  3.0509737506281311E+000                  1.9799116794655766E-004                  1.7531977462396495E+000                  8.7486823055157471E-003                  2.2648164682714165E-002                  3.6633116532672261E-002                  1.0222062727110313E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8075282977759500E+004                  4.0062643147130972E+006                  1.1725152078996027E+009                  6.3893777697131418E+002                  6.3893777697131395E+002                  9.7885439957553782E-033                  4.3780956889266399E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.8854219055517872E+015                               "r22.11.1"                               "gfortran"                                 "12.1.0"                    "x86_64-linux-22.6.1"                                 "CRMATH"                               "20230126"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  4.9026105450182209E+000                  5.2878718895713661E-001                  3.9030694519966533E+000                 -8.1980379069077127E+000                  3.5262633960217142E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  9.2951510971848851E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  4.9026105450152793E+000                  5.2878473383548896E-001                  3.9052018278058913E+000                 -8.1844615125234004E+000                  3.5425153954839361E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  9.5903376973414835E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  4.9026105450106217E+000                  5.2878096611817871E-001                  3.9077053392378422E+000                 -8.1705137800393697E+000                  3.5596681483513595E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  9.9033637305934339E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  4.9026105450069446E+000                  5.2877808554966987E-001                  3.9096498348251649E+000                 -8.1608526619601651E+000                  3.5718621715704715E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.0126156121420123E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  4.9026105450044932E+000                  5.2877620738801689E-001                  3.9115667426177976E+000                 -8.1521082324894980E+000                  3.5831379184507761E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.0332127418540419E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  4.9026105450011226E+000                  5.2877367635475792E-001                  3.9139099734862772E+000                 -8.1425525456584928E+000                  3.5958387730231469E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.0562001352110370E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  4.9026105449977528E+000                  5.2877120036025926E-001                  3.9170060644538482E+000                 -8.1314182275438345E+000                  3.6112100379754803E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.0836310854631081E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  4.9026105449926973E+000                  5.2876758030032467E-001                  3.9203930467534618E+000                 -8.1213250691288117E+000                  3.6260562907926213E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.1091121315861332E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  4.9026105449893267E+000                  5.2876522231927714E-001                  3.9232729250045595E+000                 -8.1139350732464095E+000                  3.6375786228595230E+000                  6.9999999333583784E-001                  2.8000000666416230E-001                  1.9999999999999796E-002                  1.1281479915555349E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
